"Agriculture Year",District,Crop,"Area Growth",Unit1,"Production Growth",Unit2,"Productivity Growth",Unit3
1997-98,Kasaragod,Pineapple,29.21,Percent,87.23,Percent,44.91,Percent
1997-98,Kasaragod,Plantain,0.52,Percent,-6.26,Percent,-6.73,Percent
1997-98,Kasaragod,Rubber,6.83,Percent,6.37,Percent,-0.39,Percent
1997-98,Kasaragod,Tapioca,-13.57,Percent,-15.53,Percent,-2.27,Percent
1997-98,Kasaragod,Turmeric,-14.81,Percent,-14.5,Percent,0.37,Percent
1997-98,Kollam,Arecanut,15.65,Percent,51.75,Percent,31.29,Percent
1997-98,Kollam,Banana,14.56,Percent,19.61,Percent,4.41,Percent
1997-98,Kollam,"Betel leaves",-3.45,Percent,-3.45,Percent,0.01,Percent
1997-98,Kollam,Cashew,-1.01,Percent,-15.23,Percent,-14.37,Percent
1997-98,Kollam,Cloves,10.71,Percent,,Percent,-8.45,Percent
1997-98,Kollam,Cocoa,-8.47,Percent,42.31,Percent,55.33,Percent
1997-98,Kollam,Coconut,0.19,Percent,1.63,Percent,1.45,Percent
1997-98,Kollam,Ginger,7.69,Percent,6.85,Percent,-0.79,Percent
1997-98,Kollam,Jack,4.39,Percent,3.23,Percent,-1.11,Percent
1997-98,Kollam,Mango,-0.71,Percent,-7.55,Percent,-6.89,Percent
1997-98,Kollam,Nutmeg,,Percent,,Percent,,Percent
1997-98,Kollam,Paddy,-9.9,Percent,-14.65,Percent,-5.31,Percent
1997-98,Kollam,Pappaya,2.36,Percent,2.42,Percent,0.11,Percent
1997-98,Kollam,Pepper,4.19,Percent,4.55,Percent,0.34,Percent
1997-98,Kollam,Pineapple,9.94,Percent,5.02,Percent,-4.46,Percent
1997-98,Kollam,Plantain,8.94,Percent,11.71,Percent,2.54,Percent
1997-98,Kollam,Rubber,0.96,Percent,4.79,Percent,3.81,Percent
1997-98,Kollam,Tapioca,1.64,Percent,7.24,Percent,5.51,Percent
1997-98,Kollam,Tea,,Percent,-12.23,Percent,-12.08,Percent
1997-98,Kollam,Turmeric,-2.54,Percent,-2.51,Percent,0.04,Percent
1997-98,Kottayam,Arecanut,0.86,Percent,10.02,Percent,9.11,Percent
1997-98,Kottayam,Banana,17.28,Percent,23.16,Percent,5.01,Percent
1997-98,Kottayam,"Betel leaves",-22.22,Percent,-22.23,Percent,-0.01,Percent
1997-98,Kottayam,Cardamom,,Percent,25,Percent,23.73,Percent
1997-98,Kottayam,Cashew,-13.86,Percent,-42.36,Percent,-33.1,Percent
1997-98,Kottayam,Cloves,-15.56,Percent,-11.11,Percent,4.48,Percent
1997-98,Kottayam,Cocoa,-2.9,Percent,-36.04,Percent,-34.1,Percent
1997-98,Kottayam,Coconut,-3.55,Percent,-12.36,Percent,-9.14,Percent
1997-98,Kottayam,Coffee,,Percent,18.89,Percent,18.89,Percent
1997-98,Kottayam,Ginger,6.5,Percent,-7.74,Percent,-13.39,Percent
1997-98,Kottayam,Jack,2.27,Percent,-23.81,Percent,-25.51,Percent
1997-98,Kottayam,Mango,3.7,Percent,39.52,Percent,34.53,Percent
1997-98,Kottayam,Nutmeg,-6.57,Percent,-6.56,Percent,0.39,Percent
1997-98,Kottayam,Paddy,-31.91,Percent,-33.61,Percent,-2.49,Percent
1997-98,Kottayam,Pappaya,-13.58,Percent,-13.57,Percent,0.01,Percent
1997-98,Kottayam,Pepper,-6.47,Percent,-25.13,Percent,-19.88,Percent
1997-98,Kottayam,Pineapple,-5.28,Percent,-1.76,Percent,3.72,Percent
1997-98,Kottayam,Plantain,-2.17,Percent,-10.4,Percent,-8.41,Percent
1997-98,Kottayam,Rubber,0.36,Percent,4.05,Percent,3.64,Percent
1997-98,Kottayam,Tapioca,-23.67,Percent,-21.53,Percent,2.81,Percent
1997-98,Kottayam,Tea,0.21,Percent,61.15,Percent,61.97,Percent
1997-98,Kottayam,Turmeric,61.14,Percent,61.19,Percent,0.04,Percent
1997-98,Kozhikode,Arecanut,-6.31,Percent,-3,Percent,3.52,Percent
1997-98,Kozhikode,Banana,-8.07,Percent,-15.25,Percent,-7.81,Percent
1997-98,Kozhikode,"Betel leaves",62.5,Percent,62.49,Percent,-0.01,Percent
1997-98,Kozhikode,Cardamom,0.45,Percent,,Percent,,Percent
1997-98,Kozhikode,Cashew,4.4,Percent,-1.91,Percent,-6.01,Percent
1997-98,Kozhikode,Cloves,-20,Percent,-33.33,Percent,-16,Percent
1997-98,Kozhikode,Cocoa,-11.33,Percent,57.38,Percent,77.59,Percent
1997-98,Kozhikode,Coconut,-1.77,Percent,3.22,Percent,5.08,Percent
1997-98,Kozhikode,Ginger,109.43,Percent,82.75,Percent,-12.74,Percent
1997-98,Kozhikode,Jack,-4.91,Percent,-29.63,Percent,-25.98,Percent
1997-98,Kozhikode,Mango,3.26,Percent,-36.68,Percent,-38.66,Percent
1997-98,Kozhikode,Nutmeg,-20.73,Percent,-21.43,Percent,-0.78,Percent
1997-98,Kozhikode,Paddy,-3.94,Percent,-7.42,Percent,-3.59,Percent
1997-98,Kozhikode,Pappaya,-7.46,Percent,-7.43,Percent,,Percent
1997-98,Kozhikode,Pepper,4.02,Percent,6.31,Percent,2.21,Percent
1997-98,Kozhikode,Pineapple,-8.84,Percent,-16.89,Percent,-8.83,Percent
1997-98,Kozhikode,Plantain,5.45,Percent,-4.04,Percent,-9,Percent
1997-98,Kozhikode,Rubber,1.81,Percent,4.45,Percent,2.54,Percent
1997-98,Kozhikode,Tapioca,26.22,Percent,32.65,Percent,5.09,Percent
1997-98,Kozhikode,Turmeric,40.91,Percent,40.87,Percent,-0.05,Percent
1997-98,Malappuram,Arecanut,-3.97,Percent,-9.51,Percent,-5.8,Percent
1997-98,Malappuram,Banana,11.43,Percent,10.94,Percent,-0.43,Percent
1997-98,Malappuram,"Betel leaves",-34.69,Percent,-34.69,Percent,,Percent
1997-98,Malappuram,Cardamom,,Percent,,Percent,,Percent
1997-98,Malappuram,Cashew,-1.53,Percent,-12.58,Percent,-11.26,Percent
1997-98,Malappuram,Cloves,-22.45,Percent,-33.33,Percent,-13.11,Percent
1997-98,Malappuram,Cocoa,57.5,Percent,-47.62,Percent,-66.67,Percent
1997-98,Malappuram,Coconut,-1.01,Percent,-5.23,Percent,-4.26,Percent
1997-98,Malappuram,Ginger,-31.87,Percent,-66.78,Percent,-51.25,Percent
1997-98,Malappuram,Jack,2.04,Percent,,Percent,-2,Percent
1997-98,Malappuram,Mango,3.66,Percent,23.64,Percent,19.26,Percent
1997-98,Malappuram,Nutmeg,14.37,Percent,13.33,Percent,-1.16,Percent
1997-98,Malappuram,Paddy,-6.95,Percent,-9.59,Percent,-2.85,Percent
1997-98,Malappuram,Pappaya,-13.03,Percent,-13.03,Percent,,Percent
1997-98,Malappuram,Pepper,-4.59,Percent,19.59,Percent,25,Percent
1997-98,Malappuram,Pineapple,5.28,Percent,-32.25,Percent,-35.65,Percent
1997-98,Malappuram,Plantain,-9.15,Percent,-2.53,Percent,7.29,Percent
1997-98,Malappuram,Rubber,3.89,Percent,9.13,Percent,5.01,Percent
1997-98,Malappuram,Tapioca,6.86,Percent,1.27,Percent,-5.22,Percent
1997-98,Malappuram,Tea,,Percent,,Percent,,Percent
1997-98,Malappuram,Turmeric,-5.45,Percent,-5.43,Percent,0.04,Percent
1997-98,Palakkad,Arecanut,5.5,Percent,39.49,Percent,32.21,Percent
1997-98,Palakkad,Banana,-7.49,Percent,-7.22,Percent,0.29,Percent
1997-98,Palakkad,"Betel leaves",-60,Percent,-59.99,Percent,0.04,Percent
1997-98,Palakkad,Cardamom,,Percent,5.56,Percent,4.92,Percent
1997-98,Palakkad,Cashew,0.02,Percent,-21.6,Percent,-21.57,Percent
1997-98,Palakkad,Cloves,110,Percent,100,Percent,-5,Percent
1997-98,Palakkad,Cocoa,-30,Percent,12.5,Percent,60.67,Percent
1997-98,Palakkad,Coconut,6.28,Percent,17.33,Percent,10.39,Percent
1997-98,Palakkad,Coffee,,Percent,7.89,Percent,7.82,Percent
1997-98,Palakkad,Ginger,-5.22,Percent,-4.44,Percent,0.83,Percent
1997-98,Palakkad,Jack,6.72,Percent,-7.14,Percent,-13,Percent
1997-98,Palakkad,Mango,1.38,Percent,34.16,Percent,32.35,Percent
1997-98,Palakkad,Nutmeg,79.63,Percent,78.57,Percent,-0.39,Percent
1997-98,Palakkad,Paddy,-5.88,Percent,-10.74,Percent,-5.15,Percent
1997-98,Palakkad,Pappaya,4.93,Percent,4.94,Percent,,Percent
1997-98,Palakkad,Pepper,3.88,Percent,62.93,Percent,56.69,Percent
1997-98,Palakkad,Pineapple,-29.55,Percent,-32.23,Percent,-3.82,Percent
1997-98,Palakkad,Plantain,8.96,Percent,-1.45,Percent,-9.55,Percent
1997-98,Palakkad,Rubber,4.72,Percent,11.08,Percent,6.06,Percent
1997-98,Palakkad,Tapioca,-3.72,Percent,-24.38,Percent,-21.45,Percent
1997-98,Palakkad,Tea,,Percent,-7.02,Percent,-7.03,Percent
1997-98,Palakkad,Turmeric,1.41,Percent,1.41,Percent,,Percent
1997-98,Pathanamthitta,Arecanut,-4.82,Percent,-29.45,Percent,-25.92,Percent
1997-98,Pathanamthitta,Banana,24.69,Percent,24.38,Percent,-0.25,Percent
1997-98,Pathanamthitta,"Betel leaves",7.27,Percent,7.28,Percent,,Percent
1997-98,Pathanamthitta,Cardamom,,Percent,25.81,Percent,25.53,Percent
1997-98,Pathanamthitta,Cashew,-2.22,Percent,-21.09,Percent,-19.32,Percent
1997-98,Pathanamthitta,Cloves,-20.95,Percent,-14.29,Percent,7.46,Percent
1997-98,Pathanamthitta,Cocoa,-1.34,Percent,-8.71,Percent,-7.45,Percent
1997-98,Pathanamthitta,Coconut,-5.53,Percent,-10.37,Percent,-5.14,Percent
1997-98,Pathanamthitta,Ginger,-32.81,Percent,-37.71,Percent,-7.3,Percent
1997-98,Pathanamthitta,Jack,-10.85,Percent,,Percent,12.17,Percent
1997-98,Pathanamthitta,Mango,-19.64,Percent,-13.48,Percent,7.68,Percent
1997-98,Pathanamthitta,Nutmeg,7.88,Percent,7.69,Percent,,Percent
1997-98,Pathanamthitta,Paddy,-24.74,Percent,-21.76,Percent,3.94,Percent
1997-98,Pathanamthitta,Pappaya,-7.81,Percent,-7.82,Percent,-0.02,Percent
1997-98,Pathanamthitta,Pepper,0.43,Percent,-8.03,Percent,-8.51,Percent
1997-98,Pathanamthitta,Pineapple,-21.51,Percent,-30.43,Percent,-11.37,Percent
1997-98,Pathanamthitta,Plantain,-11.06,Percent,-22.23,Percent,-12.56,Percent
1997-98,Pathanamthitta,Rubber,0.34,Percent,3.93,Percent,3.57,Percent
1997-98,Pathanamthitta,Tapioca,0.79,Percent,-5.75,Percent,-6.49,Percent
1997-98,Pathanamthitta,Tea,,Percent,,Percent,,Percent
1997-98,Pathanamthitta,Turmeric,-26,Percent,-25.93,Percent,0.08,Percent
1997-98,Thiruvananthapuram,Arecanut,-17.59,Percent,5.56,Percent,27.97,Percent
1997-98,Thiruvananthapuram,Banana,25.05,Percent,58.54,Percent,26.78,Percent
1997-98,Thiruvananthapuram,"Betel leaves",-25,Percent,-25,Percent,0.01,Percent
1997-98,Thiruvananthapuram,Cashew,-9.42,Percent,-22.65,Percent,-14.64,Percent
1997-98,Thiruvananthapuram,Cloves,-13.33,Percent,-16.67,Percent,-4.48,Percent
1997-98,Thiruvananthapuram,Cocoa,9.52,Percent,8.57,Percent,-0.84,Percent
1997-98,Thiruvananthapuram,Coconut,-5.3,Percent,-2.64,Percent,2.81,Percent
1997-98,Thiruvananthapuram,Ginger,-42.25,Percent,-52.36,Percent,-17.51,Percent
1997-98,Thiruvananthapuram,Jack,-4.91,Percent,-16.67,Percent,-12.35,Percent
1997-98,Thiruvananthapuram,Mango,-11.8,Percent,7.55,Percent,21.93,Percent
1997-98,Thiruvananthapuram,Nutmeg,5.45,Percent,7.14,Percent,1.57,Percent
1997-98,Thiruvananthapuram,Paddy,-18.57,Percent,-21.17,Percent,-3.2,Percent
1997-98,Thiruvananthapuram,Pappaya,-9.81,Percent,-9.81,Percent,,Percent
1997-98,Thiruvananthapuram,Pepper,-1.57,Percent,-1.92,Percent,-0.57,Percent
1997-98,Thiruvananthapuram,Pineapple,-4.08,Percent,-12.98,Percent,-9.28,Percent
1997-98,Thiruvananthapuram,Plantain,14.98,Percent,72.26,Percent,49.82,Percent
1997-98,Thiruvananthapuram,Rubber,1.99,Percent,5.75,Percent,3.74,Percent
1997-98,Thiruvananthapuram,Tapioca,11.23,Percent,36.87,Percent,23.04,Percent
1997-98,Thiruvananthapuram,Tea,,Percent,-5.15,Percent,-5.12,Percent
1997-98,Thiruvananthapuram,Turmeric,11.11,Percent,11.49,Percent,0.33,Percent
1997-98,Thrissur,Arecanut,-9.69,Percent,-5.94,Percent,4.15,Percent
1997-98,Thrissur,Banana,7.24,Percent,-5.83,Percent,-12.18,Percent
1997-98,Thrissur,"Betel leaves",61.9,Percent,61.9,Percent,,Percent
1997-98,Thrissur,Cashew,1.37,Percent,26.5,Percent,24.95,Percent
1997-98,Thrissur,Cloves,-19.48,Percent,-20,Percent,,Percent
1997-98,Thrissur,Cocoa,-19.61,Percent,-50,Percent,-37.91,Percent
1997-98,Thrissur,Coconut,-8.72,Percent,-13.25,Percent,-4.97,Percent
1997-98,Thrissur,Ginger,-51.9,Percent,-73.85,Percent,-45.62,Percent
1997-98,Thrissur,Jack,-9.55,Percent,-47.37,Percent,-41.82,Percent
1997-98,Thrissur,Mango,-3.05,Percent,-38.21,Percent,-36.26,Percent
1997-98,Thrissur,Nutmeg,-7.82,Percent,-7.95,Percent,,Percent
1997-98,Thrissur,Paddy,-20.5,Percent,-20.94,Percent,-0.54,Percent
1997-98,Thrissur,Pappaya,-3.85,Percent,-3.85,Percent,,Percent
1997-98,Thrissur,Pepper,1.06,Percent,-20.39,Percent,-21.01,Percent
1997-98,Thrissur,Pineapple,41.22,Percent,66.65,Percent,17.99,Percent
1997-98,Thrissur,Plantain,-12.8,Percent,-27.29,Percent,-16.6,Percent
1997-98,Thrissur,Rubber,4.48,Percent,4.24,Percent,-0.21,Percent
1997-98,Thrissur,Tapioca,-17.4,Percent,-19.74,Percent,-2.84,Percent
1997-98,Thrissur,Tea,1.15,Percent,-14.26,Percent,-15.24,Percent
1997-98,Thrissur,Turmeric,-44.44,Percent,-44.53,Percent,-0.16,Percent
1997-98,Wayanad,Arecanut,11.76,Percent,16.58,Percent,4.24,Percent
1997-98,Wayanad,Banana,22.02,Percent,21.73,Percent,-0.24,Percent
1997-98,Wayanad,Cardamom,-0.22,Percent,12.57,Percent,13.04,Percent
1997-98,Wayanad,Cashew,25.27,Percent,162.73,Percent,109.68,Percent
1997-98,Wayanad,Cloves,-16.67,Percent,,Percent,20.48,Percent
1997-98,Wayanad,Cocoa,-27.65,Percent,15,Percent,58.92,Percent
1997-98,Wayanad,Coconut,6.15,Percent,,Percent,-5.8,Percent
1997-98,Wayanad,Coffee,,Percent,9.88,Percent,9.85,Percent
1997-98,Wayanad,Ginger,-8.82,Percent,-10.01,Percent,-1.28,Percent
1997-98,Wayanad,Jack,2.9,Percent,31.03,Percent,27.33,Percent
1997-98,Wayanad,Mango,0.64,Percent,-21.01,Percent,-21.53,Percent
1997-98,Wayanad,Nutmeg,23.08,Percent,25,Percent,1.62,Percent
1997-98,Wayanad,Paddy,4.97,Percent,5.78,Percent,0.82,Percent
1997-98,Wayanad,Pappaya,-3.85,Percent,-3.83,Percent,0.01,Percent
1997-98,Wayanad,Pepper,-8.46,Percent,-40.45,Percent,-34.93,Percent
1997-98,Wayanad,Pineapple,40.74,Percent,84.26,Percent,30.93,Percent
1997-98,Wayanad,Plantain,-13.87,Percent,-8.57,Percent,6.15,Percent
1997-98,Wayanad,Rubber,12.39,Percent,10.69,Percent,-1.53,Percent
1997-98,Wayanad,Tapioca,10.41,Percent,-2.98,Percent,-12.13,Percent
1997-98,Wayanad,Tea,0.24,Percent,-1.76,Percent,-2.02,Percent
1997-98,Wayanad,Turmeric,-28.39,Percent,-28.33,Percent,0.1,Percent
1998-99,Alappuzha,Arecanut,11.25,Percent,-26.63,Percent,-33.99,Percent
1998-99,Alappuzha,Banana,1.57,Percent,6.85,Percent,5.2,Percent
1998-99,Alappuzha,"Betel leaves",2.86,Percent,2.86,Percent,,Percent
1998-99,Alappuzha,Cashew,-8.37,Percent,-44.89,Percent,-39.85,Percent
1998-99,Alappuzha,Cloves,24.14,Percent,,Percent,-18.84,Percent
1998-99,Alappuzha,Cocoa,-24.92,Percent,-26.62,Percent,-2.26,Percent
1998-99,Alappuzha,Coconut,-4.93,Percent,16.6,Percent,22.64,Percent
1998-99,Alappuzha,Ginger,50.63,Percent,50.34,Percent,-0.21,Percent
1998-99,Alappuzha,Jack,12.08,Percent,57.14,Percent,40.23,Percent
1998-99,Alappuzha,Mango,12.55,Percent,12.55,Percent,,Percent
1998-99,Alappuzha,Nutmeg,-7.63,Percent,-6.67,Percent,1.18,Percent
1998-99,Alappuzha,Paddy,-18.73,Percent,-3.62,Percent,18.58,Percent
1998-99,Alappuzha,Pappaya,12.63,Percent,12.63,Percent,,Percent
1998-99,Alappuzha,Pepper,4.21,Percent,-16.88,Percent,-20.25,Percent
1998-99,Alappuzha,Pineapple,-13.21,Percent,-0.36,Percent,14.8,Percent
1998-99,Alappuzha,Plantain,-2.93,Percent,10.47,Percent,13.81,Percent
1998-99,Alappuzha,Rubber,0.81,Percent,4.37,Percent,3.49,Percent
1998-99,Alappuzha,Tapioca,18.63,Percent,18.25,Percent,-0.32,Percent
1998-99,Alappuzha,Turmeric,9.09,Percent,-46.15,Percent,-50.63,Percent
1998-99,Ernakulam,Arecanut,0.31,Percent,-37.39,Percent,-37.54,Percent
1998-99,Ernakulam,Banana,-21.38,Percent,-22.54,Percent,-1.48,Percent
1998-99,Ernakulam,"Betel leaves",6.25,Percent,6.25,Percent,,Percent
1998-99,Ernakulam,Cashew,5.77,Percent,21.08,Percent,14.29,Percent
1998-99,Ernakulam,Cloves,-20.51,Percent,-14.29,Percent,8.33,Percent
1998-99,Ernakulam,Cocoa,-10.45,Percent,-42.41,Percent,-35.59,Percent
1998-99,Ernakulam,Coconut,-4.78,Percent,-3.36,Percent,1.49,Percent
1998-99,Ernakulam,Ginger,-24.19,Percent,-24.2,Percent,,Percent
1998-99,Ernakulam,Jack,-10,Percent,25,Percent,38.9,Percent
1998-99,Ernakulam,Mango,3.5,Percent,3.5,Percent,,Percent
1998-99,Ernakulam,Nutmeg,-10.99,Percent,-10.94,Percent,0.37,Percent
1998-99,Ernakulam,Paddy,7.75,Percent,13.87,Percent,5.72,Percent
1998-99,Ernakulam,Pappaya,-3.3,Percent,-3.29,Percent,0.02,Percent
1998-99,Ernakulam,Pepper,-3.36,Percent,20,Percent,24.09,Percent
1998-99,Ernakulam,Pineapple,-3.96,Percent,74.96,Percent,82.15,Percent
1998-99,Ernakulam,Plantain,14.26,Percent,44.75,Percent,26.69,Percent
1998-99,Ernakulam,Rubber,0.39,Percent,2.32,Percent,1.92,Percent
1998-99,Ernakulam,Tapioca,-18.13,Percent,-13.89,Percent,5.18,Percent
1998-99,Ernakulam,Tea,,Percent,,Percent,,Percent
1998-99,Ernakulam,Turmeric,-25.72,Percent,-47.69,Percent,-29.56,Percent
1998-99,Idukki,Arecanut,11.76,Percent,6.97,Percent,-4.27,Percent
1998-99,Idukki,Banana,17.91,Percent,1.49,Percent,-13.92,Percent
1998-99,Idukki,"Betel leaves",-66.67,Percent,-66.67,Percent,,Percent
1998-99,Idukki,Cardamom,2.12,Percent,-5.63,Percent,-7.95,Percent
1998-99,Idukki,Cashew,5.54,Percent,8.5,Percent,2.85,Percent
1998-99,Idukki,Cloves,48,Percent,50,Percent,1.56,Percent
1998-99,Idukki,Cocoa,24.17,Percent,49.9,Percent,20.75,Percent
1998-99,Idukki,Coconut,2.95,Percent,11.54,Percent,8.33,Percent
1998-99,Idukki,Coffee,7.19,Percent,-15.14,Percent,-20.85,Percent
1998-99,Idukki,Ginger,-21.52,Percent,-21.52,Percent,,Percent
1998-99,Idukki,Jack,-2.99,Percent,23.08,Percent,26.86,Percent
1998-99,Idukki,Mango,-2.45,Percent,-2.45,Percent,0.02,Percent
1998-99,Idukki,Nutmeg,-18.34,Percent,-18.66,Percent,-0.39,Percent
1998-99,Idukki,Paddy,-5.46,Percent,6.22,Percent,12.34,Percent
1998-99,Idukki,Pappaya,-8.06,Percent,-8.03,Percent,0.04,Percent
1998-99,Idukki,Pepper,-3.13,Percent,63.2,Percent,68.57,Percent
1998-99,Idukki,Pineapple,11.57,Percent,-39.37,Percent,-45.66,Percent
1998-99,Idukki,Plantain,7.48,Percent,35.8,Percent,26.36,Percent
1998-99,Idukki,Rubber,0.76,Percent,1.44,Percent,0.7,Percent
1998-99,Idukki,Tapioca,-3.02,Percent,6.24,Percent,9.55,Percent
1998-99,Idukki,Tea,0.02,Percent,-13.2,Percent,-13.22,Percent
1998-99,Idukki,Turmeric,-2.19,Percent,-3.15,Percent,-0.99,Percent
1998-99,Kannur,Arecanut,7.07,Percent,-31.18,Percent,-35.76,Percent
1998-99,Kannur,Banana,-8.85,Percent,-33.08,Percent,-26.58,Percent
1998-99,Kannur,"Betel leaves",-11.76,Percent,-11.77,Percent,-0.01,Percent
1998-99,Kannur,Cardamom,,Percent,,Percent,,Percent
1998-99,Kannur,Cashew,-3.52,Percent,1.93,Percent,5.66,Percent
1998-99,Kannur,Cloves,-30.95,Percent,-50,Percent,-29.17,Percent
1998-99,Kannur,Cocoa,18.83,Percent,-3.8,Percent,-19.03,Percent
1998-99,Kannur,Coconut,-2.31,Percent,-17.6,Percent,-15.65,Percent
1998-99,Kannur,Ginger,-13.02,Percent,-13.57,Percent,-0.64,Percent
1998-99,Kannur,Jack,4.51,Percent,15.22,Percent,10.25,Percent
1998-99,Kannur,Mango,10.39,Percent,10.39,Percent,,Percent
1998-99,Kannur,Nutmeg,31.9,Percent,33.33,Percent,0.77,Percent
1998-99,Kannur,Paddy,-11.31,Percent,-11.47,Percent,-0.18,Percent
1998-99,Kannur,Pappaya,-13.72,Percent,-13.72,Percent,-0.02,Percent
1998-99,Kannur,Pepper,-8.58,Percent,13.6,Percent,24.44,Percent
1998-99,Kannur,Pineapple,23.14,Percent,36.46,Percent,10.84,Percent
1998-99,Kannur,Plantain,15.33,Percent,13.11,Percent,-1.92,Percent
1998-99,Kannur,Rubber,2.52,Percent,7.48,Percent,4.86,Percent
1998-99,Kannur,Tapioca,-12.68,Percent,-5.08,Percent,8.7,Percent
1998-99,Kannur,Turmeric,22.31,Percent,44.14,Percent,17.83,Percent
1998-99,Kasaragod,Arecanut,-10.42,Percent,-20.51,Percent,-11.28,Percent
1998-99,Kasaragod,Banana,7.54,Percent,-9.09,Percent,-15.47,Percent
1998-99,Kasaragod,"Betel leaves",-26.92,Percent,-26.92,Percent,0.01,Percent
1998-99,Kasaragod,Cardamom,,Percent,,Percent,,Percent
1998-99,Kasaragod,Cashew,-5.18,Percent,-40.32,Percent,-37.01,Percent
1998-99,Kasaragod,Cloves,30,Percent,,Percent,-23,Percent
1998-99,Kasaragod,Cocoa,8.06,Percent,-3.45,Percent,-10.68,Percent
1998-99,Kasaragod,Coconut,-12.08,Percent,-16.17,Percent,-4.65,Percent
1998-99,Kasaragod,Ginger,-43.21,Percent,-43.13,Percent,0.15,Percent
1998-99,Kasaragod,Jack,-6.62,Percent,18.18,Percent,26.55,Percent
1998-99,Kasaragod,Mango,-11.44,Percent,-11.44,Percent,,Percent
1998-99,Kasaragod,Nutmeg,-8,Percent,,Percent,8.75,Percent
1998-99,Kasaragod,Paddy,0.28,Percent,7.55,Percent,7.29,Percent
1998-99,Kasaragod,Pappaya,-7.9,Percent,-7.89,Percent,0.02,Percent
1998-99,Kasaragod,Pepper,7.96,Percent,-0.08,Percent,-7.14,Percent
1998-99,Kasaragod,Pineapple,-26.96,Percent,-35.01,Percent,-11.03,Percent
1998-99,Kasaragod,Plantain,-15.11,Percent,-11.47,Percent,4.28,Percent
1998-99,Kasaragod,Rubber,3.28,Percent,5.67,Percent,2.36,Percent
1998-99,Kasaragod,Tapioca,-7.85,Percent,13.09,Percent,22.72,Percent
1998-99,Kasaragod,Turmeric,-15.22,Percent,-40.18,Percent,-29.45,Percent
1998-99,Kollam,Arecanut,-9.13,Percent,-8.4,Percent,0.86,Percent
1998-99,Kollam,Banana,11.11,Percent,3.74,Percent,-6.63,Percent
1998-99,Kollam,"Betel leaves",3.57,Percent,3.57,Percent,-0.01,Percent
1998-99,Kollam,Cashew,-5.97,Percent,-7.65,Percent,-1.85,Percent
1998-99,Kollam,Cloves,-14.52,Percent,-25,Percent,-12.31,Percent
1998-99,Kollam,Cocoa,-11.11,Percent,-18.92,Percent,-8.76,Percent
1998-99,Kollam,Coconut,-4.92,Percent,-6.42,Percent,-1.57,Percent
1998-99,Kollam,Ginger,-32.83,Percent,-32.85,Percent,-0.03,Percent
1998-99,Kollam,Jack,4.2,Percent,,Percent,-4.03,Percent
1998-99,Kollam,Mango,0.25,Percent,0.25,Percent,0.03,Percent
1998-99,Kollam,Nutmeg,-1.75,Percent,,Percent,1.9,Percent
1998-99,Kollam,Paddy,-12.25,Percent,-7.6,Percent,5.33,Percent
1998-99,Kollam,Pappaya,-10.64,Percent,-10.61,Percent,,Percent
1998-99,Kollam,Pepper,2.55,Percent,6.96,Percent,4.44,Percent
1998-99,Kollam,Pineapple,26.55,Percent,52.7,Percent,20.65,Percent
1998-99,Kollam,Plantain,-16.39,Percent,-1.96,Percent,17.26,Percent
1998-99,Kollam,Rubber,0.83,Percent,2.96,Percent,2.09,Percent
1998-99,Kollam,Tapioca,-18.75,Percent,-21.56,Percent,-3.46,Percent
1998-99,Kollam,Tea,-0.08,Percent,0.27,Percent,0.34,Percent
1998-99,Kollam,Turmeric,-16.67,Percent,-48.93,Percent,-38.69,Percent
1998-99,Kottayam,Arecanut,7.62,Percent,17.92,Percent,9.56,Percent
1998-99,Kottayam,Banana,-9.76,Percent,-16.53,Percent,-7.5,Percent
1998-99,Kottayam,"Betel leaves",-35.71,Percent,-35.73,Percent,-0.02,Percent
1998-99,Kottayam,Cardamom,-37.07,Percent,-20,Percent,27.4,Percent
1998-99,Kottayam,Cashew,2.65,Percent,73.5,Percent,69.07,Percent
1998-99,Kottayam,Cloves,,Percent,,Percent,,Percent
1998-99,Kottayam,Cocoa,12.66,Percent,-11.24,Percent,-21.35,Percent
1998-99,Kottayam,Coconut,11.45,Percent,9.62,Percent,-1.64,Percent
1998-99,Kottayam,Coffee,0.56,Percent,-3.27,Percent,-3.85,Percent
1998-99,Kottayam,Ginger,-46.1,Percent,-46.08,Percent,0.04,Percent
1998-99,Kottayam,Jack,-13.13,Percent,-6.25,Percent,7.92,Percent
1998-99,Kottayam,Mango,-11,Percent,-10.99,Percent,,Percent
1998-99,Kottayam,Nutmeg,16.33,Percent,16.67,Percent,,Percent
1998-99,Kottayam,Paddy,4.65,Percent,22.84,Percent,17.34,Percent
1998-99,Kottayam,Pappaya,12.16,Percent,12.16,Percent,-0.01,Percent
1998-99,Kottayam,Pepper,0.52,Percent,11.09,Percent,10.85,Percent
1998-99,Kottayam,Pineapple,-10.58,Percent,-17.63,Percent,-7.88,Percent
1998-99,Kottayam,Plantain,19.12,Percent,35.15,Percent,13.47,Percent
1998-99,Kottayam,Rubber,0.25,Percent,1.99,Percent,1.8,Percent
1998-99,Kottayam,Tapioca,-9,Percent,-17.85,Percent,-9.74,Percent
1998-99,Kottayam,Tea,,Percent,24.55,Percent,24.35,Percent
1998-99,Kottayam,Turmeric,-41.16,Percent,-48.94,Percent,-13.25,Percent
